Code,Sum of Quantity Shipped,TimePeriod
LOBEL,0,2022-11-22 00:00:00
LOBEL,0,2022-11-23 00:00:00
LOBEL,0,2022-11-26 00:00:00
LOBEL,0,2022-11-27 00:00:00
LOBEL,1901,2022-11-28 00:00:00
LOBEL,0,2022-11-30 00:00:00
LOBEL,0,2022-12-02 00:00:00
LOBEL,0,2022-12-04 00:00:00
LOBEL,0,2022-12-05 00:00:00
LOBEL,0,2022-12-06 00:00:00
LOBEL,0,2022-12-10 00:00:00
LOBEL,0,2022-12-11 00:00:00
LOBEL,9656,2022-12-12 00:00:00
LOBEL,0,2022-12-13 00:00:00
LOBEL,0,2022-12-16 00:00:00
LOBEL,0,2022-12-17 00:00:00
LOBEL,0,2022-12-18 00:00:00
LOBEL,36114,2022-12-19 00:00:00
LOBEL,0,2022-12-20 00:00:00
LOBEL,0,2022-12-21 00:00:00
LOBEL,0,2022-12-24 00:00:00
LOBEL,10008,2022-12-25 00:00:00
LOBEL,0,2022-12-26 00:00:00
LOBEL,0,2022-12-31 00:00:00
LOBEL,0,2023-01-01 00:00:00
LOBEL,998,2023-01-02 00:00:00
LOBEL,0,2023-01-03 00:00:00
LOBEL,0,2023-01-04 00:00:00
LOBEL,0,2023-01-05 00:00:00
LOBEL,0,2023-01-06 00:00:00
LOBEL,0,2023-01-07 00:00:00
LOBEL,0,2023-01-08 00:00:00
LOBEL,805,2023-01-09 00:00:00
LOBEL,0,2023-01-11 00:00:00
LOBEL,0,2023-01-13 00:00:00
LOBEL,0,2023-01-14 00:00:00
LOBEL,0,2023-01-15 00:00:00
LOBEL,0,2023-01-16 00:00:00
LOBEL,0,2023-01-20 00:00:00
LOBEL,0,2023-01-21 00:00:00
LOBEL,0,2023-01-22 00:00:00
LOBEL,0,2023-01-23 00:00:00
LOBEL,1604,2023-01-25 00:00:00
LOBEL,0,2023-01-26 00:00:00
LOBEL,0,2023-01-27 00:00:00
LOBEL,0,2023-01-29 00:00:00
LOBEL,0,2023-01-30 00:00:00
LOBEL,17580,2023-01-31 00:00:00
LOBEL,76432,2023-02-01 00:00:00
LOBEL,5663,2023-02-03 00:00:00
LOBEL,0,2023-02-04 00:00:00
LOBEL,0,2023-02-05 00:00:00
LOBEL,143815,2023-02-06 00:00:00
LOBEL,48219,2023-02-08 00:00:00
LOBEL,30206,2023-02-09 00:00:00
LOBEL,21002,2023-02-10 00:00:00
LOBEL,0,2023-02-11 00:00:00
LOBEL,0,2023-02-12 00:00:00
LOBEL,74151,2023-02-13 00:00:00
LOBEL,40776,2023-02-15 00:00:00
LOBEL,387,2023-02-16 00:00:00
LOBEL,1485,2023-02-17 00:00:00
LOBEL,0,2023-02-18 00:00:00
LOBEL,0,2023-02-19 00:00:00
LOBEL,87727,2023-02-20 00:00:00
LOBEL,38917,2023-02-22 00:00:00
LOBEL,13796.5,2023-02-24 00:00:00
LOBEL,0,2023-02-25 00:00:00
LOBEL,0,2023-02-26 00:00:00
LOBEL,27547.5,2023-02-27 00:00:00
LOBEL,14328,2023-03-01 00:00:00
LOBEL,22958.5,2023-03-03 00:00:00
LOBEL,0,2023-03-04 00:00:00
LOBEL,0,2023-03-05 00:00:00
LOBEL,6117,2023-03-06 00:00:00
LOBEL,0,2023-03-07 00:00:00
LOBEL,10195,2023-03-08 00:00:00
LOBEL,1788,2023-03-09 00:00:00
LOBEL,5508,2023-03-10 00:00:00
LOBEL,0,2023-03-11 00:00:00
LOBEL,0,2023-03-12 00:00:00
LOBEL,20370,2023-03-13 00:00:00
LOBEL,6146,2023-03-15 00:00:00
LOBEL,6118,2023-03-17 00:00:00
LOBEL,0,2023-03-18 00:00:00
LOBEL,0,2023-03-19 00:00:00
LOBEL,2233,2023-03-20 00:00:00
LOBEL,0,2023-03-25 00:00:00
LOBEL,0,2023-03-26 00:00:00
LOBEL,3030,2023-03-27 00:00:00
LOBEL,300,2023-03-30 00:00:00
LOBEL,6767.5,2023-03-31 00:00:00
LOBEL,0,2023-04-01 00:00:00
LOBEL,0,2023-04-02 00:00:00
LOBEL,3489,2023-04-03 00:00:00
LOBEL,0,2023-04-09 00:00:00
LOBEL,11784,2023-04-10 00:00:00
LOBEL,7838,2023-04-11 00:00:00
LOBEL,0,2023-04-16 00:00:00
LOBEL,2452,2023-04-17 00:00:00
LOBEL,0,2023-04-22 00:00:00
LOBEL,0,2023-04-23 00:00:00
LOBEL,1354,2023-04-24 00:00:00
LOBEL,1550.5,2023-04-28 00:00:00
LOBEL,0,2023-04-29 00:00:00
LOBEL,0,2023-04-30 00:00:00
LOBEL,0,2023-05-01 00:00:00
LOBEL,0,2023-05-06 00:00:00
LOBEL,0,2023-05-07 00:00:00
LOBEL,0,2023-05-13 00:00:00
LOBEL,0,2023-05-14 00:00:00
LOBEL,0,2023-05-15 00:00:00
LOBEL,0,2023-05-20 00:00:00
LOBEL,0,2023-05-21 00:00:00
LOBEL,0,2023-05-28 00:00:00
LOBEL,0,2023-06-04 00:00:00
LOBEL,0,2023-06-12 00:00:00
LOBEL,0,2023-06-18 00:00:00
LOBUL,3049475.5,
LOBUL,0,2022-06-21 00:00:00
LOBUL,0,2022-06-23 00:00:00
LOBUL,0,2022-07-01 00:00:00
LOBUL,0,2022-07-02 00:00:00
LOBUL,756,2022-07-04 00:00:00
LOBUL,0,2022-07-08 00:00:00
LOBUL,170,2022-07-11 00:00:00
LOBUL,0,2022-07-16 00:00:00
LOBUL,743,2022-07-18 00:00:00
LOBUL,0,2022-07-23 00:00:00
LOBUL,0,2022-07-30 00:00:00
LOBUL,3716,2022-08-01 00:00:00
LOBUL,0,2022-08-02 00:00:00
LOBUL,0,2022-08-06 00:00:00
LOBUL,3500,2022-08-08 00:00:00
LOBUL,0,2022-08-13 00:00:00
LOBUL,0,2022-08-16 00:00:00
LOBUL,0,2022-08-19 00:00:00
LOBUL,0,2022-08-20 00:00:00
LOBUL,0,2022-08-22 00:00:00
LOBUL,0,2022-08-27 00:00:00
LOBUL,0,2022-09-02 00:00:00
LOBUL,0,2022-09-04 00:00:00
LOBUL,681,2022-09-05 00:00:00
LOBUL,0,2022-09-09 00:00:00
LOBUL,0,2022-09-11 00:00:00
LOBUL,0,2022-09-12 00:00:00
LOBUL,0,2022-09-16 00:00:00
LOBUL,0,2022-09-18 00:00:00
LOBUL,0,2022-09-19 00:00:00
LOBUL,0,2022-09-23 00:00:00
LOBUL,0,2022-09-25 00:00:00
LOBUL,0,2022-09-26 00:00:00
LOBUL,0,2022-09-30 00:00:00
LOBUL,0,2022-10-02 00:00:00
LOBUL,0,2022-10-03 00:00:00
LOBUL,0,2022-10-09 00:00:00
LOBUL,0,2022-10-10 00:00:00
LOBUL,0,2022-10-14 00:00:00
LOBUL,0,2022-10-15 00:00:00
LOBUL,0,2022-10-16 00:00:00
LOBUL,438,2022-10-17 00:00:00
LOBUL,0,2022-10-18 00:00:00
LOBUL,0,2022-10-20 00:00:00
LOBUL,0,2022-10-21 00:00:00
LOBUL,2750,2022-10-24 00:00:00
LOBUL,0,2022-10-26 00:00:00
LOBUL,0,2022-10-28 00:00:00
LOBUL,0,2022-10-29 00:00:00
LOBUL,0,2022-10-30 00:00:00
LOBUL,2494,2022-10-31 00:00:00
LOBUL,0,2022-11-01 00:00:00
LOBUL,0,2022-11-04 00:00:00
LOBUL,0,2022-11-06 00:00:00
LOBUL,7192,2022-11-07 00:00:00
LOBUL,0,2022-11-09 00:00:00
LOBUL,0,2022-11-14 00:00:00
LOBUL,0,2022-11-15 00:00:00
LOBUL,0,2022-11-19 00:00:00
LOBUL,756,2022-11-21 00:00:00
LOBUL,0,2022-11-22 00:00:00
LOBUL,0,2022-11-26 00:00:00
LOBUL,0,2022-11-27 00:00:00
LOBUL,3655,2022-11-28 00:00:00
LOBUL,0,2022-11-30 00:00:00
LOBUL,0,2022-12-03 00:00:00
LOBUL,0,2022-12-04 00:00:00
LOBUL,0,2022-12-05 00:00:00
LOBUL,0,2022-12-10 00:00:00
LOBUL,0,2022-12-11 00:00:00
LOBUL,1873,2022-12-12 00:00:00
LOBUL,0,2022-12-16 00:00:00
LOBUL,0,2022-12-17 00:00:00
LOBUL,0,2022-12-18 00:00:00
LOBUL,5810,2022-12-19 00:00:00
LOBUL,0,2022-12-20 00:00:00
LOBUL,0,2022-12-24 00:00:00
LOBUL,0,2022-12-25 00:00:00
LOBUL,0,2022-12-26 00:00:00
LOBUL,0,2022-12-27 00:00:00
LOBUL,0,2022-12-31 00:00:00
LOBUL,0,2023-01-01 00:00:00
LOBUL,0,2023-01-02 00:00:00
LOBUL,0,2023-01-03 00:00:00
LOBUL,0,2023-01-04 00:00:00
LOBUL,0,2023-01-05 00:00:00
LOBUL,0,2023-01-06 00:00:00
LOBUL,0,2023-01-08 00:00:00
LOBUL,0,2023-01-09 00:00:00
LOBUL,0,2023-01-11 00:00:00
LOBUL,0,2023-01-13 00:00:00
LOBUL,0,2023-01-14 00:00:00
LOBUL,0,2023-01-15 00:00:00
LOBUL,0,2023-01-16 00:00:00
LOBUL,0,2023-01-20 00:00:00
LOBUL,0,2023-01-21 00:00:00
LOBUL,0,2023-01-22 00:00:00
LOBUL,0,2023-01-23 00:00:00
LOBUL,0,2023-01-25 00:00:00
LOBUL,0,2023-01-26 00:00:00
LOBUL,0,2023-01-27 00:00:00
LOBUL,0,2023-01-29 00:00:00
LOBUL,935,2023-01-30 00:00:00
LOBUL,0,2023-01-31 00:00:00
LOBUL,68537,2023-02-01 00:00:00
LOBUL,23354.5,2023-02-03 00:00:00
LOBUL,0,2023-02-04 00:00:00
LOBUL,0,2023-02-05 00:00:00
LOBUL,6868,2023-02-06 00:00:00
LOBUL,69076,2023-02-08 00:00:00
LOBUL,19395,2023-02-09 00:00:00
LOBUL,4773,2023-02-10 00:00:00
LOBUL,0,2023-02-11 00:00:00
LOBUL,0,2023-02-12 00:00:00
LOBUL,5425,2023-02-13 00:00:00
LOBUL,88894,2023-02-15 00:00:00
LOBUL,18289,2023-02-17 00:00:00
LOBUL,0,2023-02-18 00:00:00
LOBUL,0,2023-02-19 00:00:00
LOBUL,4441,2023-02-20 00:00:00
LOBUL,6496,2023-02-22 00:00:00
LOBUL,17897.5,2023-02-24 00:00:00
LOBUL,0,2023-02-25 00:00:00
LOBUL,0,2023-02-26 00:00:00
LOBUL,22685,2023-02-27 00:00:00
LOBUL,64777,2023-03-01 00:00:00
LOBUL,3780.5,2023-03-03 00:00:00
LOBUL,0,2023-03-04 00:00:00
LOBUL,0,2023-03-05 00:00:00
LOBUL,813,2023-03-06 00:00:00
LOBUL,0,2023-03-07 00:00:00
LOBUL,13790,2023-03-08 00:00:00
LOBUL,362,2023-03-10 00:00:00
LOBUL,0,2023-03-11 00:00:00
LOBUL,0,2023-03-12 00:00:00
LOBUL,12225,2023-03-13 00:00:00
LOBUL,0,2023-03-14 00:00:00
LOBUL,4245,2023-03-16 00:00:00
LOBUL,962.5,2023-03-17 00:00:00
LOBUL,0,2023-03-18 00:00:00
LOBUL,0,2023-03-19 00:00:00
LOBUL,402,2023-03-20 00:00:00
LOBUL,0,2023-03-25 00:00:00
LOBUL,0,2023-03-26 00:00:00
LOBUL,8166.5,2023-03-27 00:00:00
LOBUL,0,2023-04-01 00:00:00
LOBUL,0,2023-04-02 00:00:00
LOBUL,0,2023-04-09 00:00:00
LOBUL,4858,2023-04-10 00:00:00
LOBUL,2015,2023-04-11 00:00:00
LOBUL,0,2023-04-16 00:00:00
LOBUL,3527,2023-04-17 00:00:00
LOBUL,0,2023-04-22 00:00:00
LOBUL,0,2023-04-23 00:00:00
LOBUL,847.5,2023-04-24 00:00:00
LOBUL,0,2023-04-29 00:00:00
LOBUL,0,2023-04-30 00:00:00
LOBUL,0,2023-05-01 00:00:00
LOBUL,0,2023-05-06 00:00:00
LOBUL,0,2023-05-07 00:00:00
LOBUL,0,2023-05-13 00:00:00
LOBUL,0,2023-05-28 00:00:00
LOBUL,0,2023-06-04 00:00:00
LOBUL,0,2023-06-05 00:00:00
LOBUL,0,2023-06-11 00:00:00
LOBUL,0,2023-06-12 00:00:00
LOBUL,0,2023-06-18 00:00:00
LOBUL,0,2023-06-19 00:00:00
LYSIM,12819084.5,
LYSIM,1184.5,2022-06-10 00:00:00
LYSIM,6216,2022-06-18 00:00:00
LYSIM,15536,2022-06-20 00:00:00
LYSIM,1300,2022-07-11 00:00:00
LYSIM,550,2022-07-14 00:00:00
LYSIM,6990,2022-07-15 00:00:00
LYSIM,1295,2022-07-25 00:00:00
LYSIM,0,2022-07-27 00:00:00
LYSIM,1560,2022-08-01 00:00:00
LYSIM,0,2022-08-02 00:00:00
LYSIM,0,2022-08-06 00:00:00
LYSIM,4965,2022-08-08 00:00:00
LYSIM,0,2022-08-12 00:00:00
LYSIM,0,2022-08-19 00:00:00
LYSIM,0,2022-08-22 00:00:00
LYSIM,0,2022-08-27 00:00:00
LYSIM,0,2022-09-05 00:00:00
LYSIM,0,2022-09-07 00:00:00
LYSIM,0,2022-09-11 00:00:00
LYSIM,0,2022-09-12 00:00:00
LYSIM,0,2022-09-19 00:00:00
LYSIM,0,2022-09-26 00:00:00
LYSIM,0,2022-10-02 00:00:00
LYSIM,0,2022-10-15 00:00:00
LYSIM,0,2022-10-16 00:00:00
LYSIM,0,2022-10-17 00:00:00
LYSIM,0,2022-10-24 00:00:00
LYSIM,0,2022-10-29 00:00:00
LYSIM,0,2022-10-31 00:00:00
LYSIM,0,2022-11-05 00:00:00
LYSIM,0,2022-11-07 00:00:00
LYSIM,0,2022-11-13 00:00:00
LYSIM,0,2022-11-14 00:00:00
LYSIM,0,2022-11-15 00:00:00
LYSIM,0,2022-11-21 00:00:00
LYSIM,0,2022-11-26 00:00:00
LYSIM,0,2022-11-27 00:00:00
LYSIM,0,2022-11-28 00:00:00
LYSIM,0,2022-12-02 00:00:00
LYSIM,0,2022-12-03 00:00:00
LYSIM,0,2022-12-04 00:00:00
LYSIM,0,2022-12-05 00:00:00
LYSIM,0,2022-12-10 00:00:00
LYSIM,0,2022-12-11 00:00:00
LYSIM,0,2022-12-12 00:00:00
LYSIM,0,2022-12-17 00:00:00
LYSIM,0,2022-12-18 00:00:00
LYSIM,0,2022-12-19 00:00:00
LYSIM,0,2022-12-20 00:00:00
LYSIM,49080,2022-12-25 00:00:00
LYSIM,1270,2022-12-26 00:00:00
LYSIM,0,2022-12-27 00:00:00
LYSIM,0,2023-01-01 00:00:00
LYSIM,93,2023-01-02 00:00:00
LYSIM,155,2023-01-04 00:00:00
LYSIM,0,2023-01-06 00:00:00
LYSIM,0,2023-01-08 00:00:00
LYSIM,0,2023-01-09 00:00:00
LYSIM,0,2023-01-11 00:00:00
LYSIM,0,2023-01-13 00:00:00
LYSIM,0,2023-01-15 00:00:00
LYSIM,0,2023-01-16 00:00:00
LYSIM,0,2023-01-20 00:00:00
LYSIM,0,2023-01-22 00:00:00
LYSIM,0,2023-01-23 00:00:00
LYSIM,5722,2023-01-25 00:00:00
LYSIM,0,2023-01-26 00:00:00
LYSIM,33542,2023-01-27 00:00:00
LYSIM,0,2023-01-29 00:00:00
LYSIM,13853,2023-01-30 00:00:00
LYSIM,0,2023-01-31 00:00:00
LYSIM,43068,2023-02-01 00:00:00
LYSIM,8655,2023-02-03 00:00:00
LYSIM,0,2023-02-05 00:00:00
LYSIM,255604,2023-02-06 00:00:00
LYSIM,59782,2023-02-09 00:00:00
LYSIM,31632,2023-02-10 00:00:00
LYSIM,0,2023-02-12 00:00:00
LYSIM,334470.5,2023-02-13 00:00:00
LYSIM,68272,2023-02-15 00:00:00
LYSIM,130034,2023-02-17 00:00:00
LYSIM,0,2023-02-19 00:00:00
LYSIM,522822,2023-02-20 00:00:00
LYSIM,49439,2023-02-22 00:00:00
LYSIM,49184,2023-02-24 00:00:00
LYSIM,0,2023-02-26 00:00:00
LYSIM,169920,2023-02-27 00:00:00
LYSIM,18888,2023-03-01 00:00:00
LYSIM,0,2023-03-02 00:00:00
LYSIM,53048,2023-03-03 00:00:00
LYSIM,0,2023-03-05 00:00:00
LYSIM,62307,2023-03-06 00:00:00
LYSIM,17925,2023-03-08 00:00:00
LYSIM,512,2023-03-09 00:00:00
LYSIM,0,2023-03-11 00:00:00
LYSIM,0,2023-03-12 00:00:00
LYSIM,21038.5,2023-03-13 00:00:00
LYSIM,4428,2023-03-15 00:00:00
LYSIM,41720,2023-03-16 00:00:00
LYSIM,0,2023-03-18 00:00:00
LYSIM,0,2023-03-19 00:00:00
LYSIM,23594,2023-03-20 00:00:00
LYSIM,0,2023-03-26 00:00:00
LYSIM,14875.5,2023-03-27 00:00:00
LYSIM,3669,2023-03-31 00:00:00
LYSIM,0,2023-04-02 00:00:00
LYSIM,2440,2023-04-03 00:00:00
LYSIM,0,2023-04-09 00:00:00
LYSIM,38804,2023-04-10 00:00:00
LYSIM,18937.5,2023-04-11 00:00:00
LYSIM,0,2023-04-16 00:00:00
LYSIM,1912,2023-04-17 00:00:00
LYSIM,0,2023-04-23 00:00:00
LYSIM,1412,2023-04-24 00:00:00
LYSIM,3602,2023-04-28 00:00:00
LYSIM,0,2023-04-30 00:00:00
LYSIM,34377,2023-05-01 00:00:00
LYSIM,0,2023-05-07 00:00:00
LYSIM,0,2023-05-08 00:00:00
LYSIM,0,2023-05-14 00:00:00
LYSIM,86246,2023-05-15 00:00:00
LYSIM,0,2023-05-20 00:00:00
LYSIM,0,2023-05-21 00:00:00
LYSIM,0,2023-05-22 00:00:00
LYSIM,0,2023-05-28 00:00:00
LYSIM,0,2023-05-29 00:00:00
LYSIM,0,2023-06-04 00:00:00
LYSIM,0,2023-06-05 00:00:00
LYSIM,0,2023-06-11 00:00:00
LYSIM,0,2023-06-12 00:00:00
LYSIM,0,2023-06-18 00:00:00
LYSIM,0,2023-06-19 00:00:00
MANDE,1285696,
MANDE,0,2022-07-01 00:00:00
MANDE,0,2022-07-02 00:00:00
MANDE,3259,2022-07-04 00:00:00
MANDE,0,2022-07-08 00:00:00
MANDE,0,2022-07-16 00:00:00
MANDE,0,2022-07-23 00:00:00
MANDE,204,2022-07-25 00:00:00
MANDE,572,2022-07-30 00:00:00
MANDE,15555,2022-08-01 00:00:00
MANDE,0,2022-08-06 00:00:00
MANDE,875,2022-08-08 00:00:00
MANDE,0,2022-08-13 00:00:00
MANDE,66570,2022-08-15 00:00:00
MANDE,0,2022-08-16 00:00:00
MANDE,0,2022-08-20 00:00:00
MANDE,12642,2022-08-22 00:00:00
MANDE,0,2022-08-27 00:00:00
MANDE,21611,2022-08-29 00:00:00
MANDE,0,2022-09-02 00:00:00
MANDE,0,2022-09-04 00:00:00
MANDE,9604,2022-09-05 00:00:00
MANDE,0,2022-09-09 00:00:00
MANDE,0,2022-09-11 00:00:00
MANDE,12845,2022-09-12 00:00:00
MANDE,0,2022-09-16 00:00:00
MANDE,48434,2022-09-19 00:00:00
MANDE,0,2022-09-23 00:00:00
MANDE,11440,2022-09-26 00:00:00
MANDE,0,2022-09-30 00:00:00
MANDE,461,2022-10-03 00:00:00
MANDE,0,2022-10-10 00:00:00
MANDE,0,2022-10-14 00:00:00
MANDE,0,2022-10-18 00:00:00
MANDE,0,2022-10-20 00:00:00
MANDE,0,2022-10-24 00:00:00
MANDE,0,2022-10-26 00:00:00
MANDE,0,2022-10-29 00:00:00
MANDE,4035,2022-10-31 00:00:00
MANDE,0,2022-11-01 00:00:00
MANDE,0,2022-11-07 00:00:00
MANDE,0,2022-11-09 00:00:00
MANDE,0,2022-11-12 00:00:00
MANDE,1237,2022-11-14 00:00:00
MANDE,0,2022-11-15 00:00:00
MANDE,0,2022-11-18 00:00:00
MANDE,295,2022-11-21 00:00:00
MANDE,0,2022-11-22 00:00:00
MANDE,0,2022-11-26 00:00:00
MANDE,2015,2022-11-28 00:00:00
MANDE,0,2022-11-30 00:00:00
MANDE,0,2022-12-05 00:00:00
MANDE,0,2022-12-10 00:00:00
MANDE,0,2022-12-12 00:00:00
MANDE,0,2022-12-17 00:00:00
MANDE,4363,2022-12-19 00:00:00
MANDE,0,2022-12-24 00:00:00
MANDE,0,2022-12-26 00:00:00
MANDE,0,2022-12-31 00:00:00
MANDE,0,2023-01-02 00:00:00
MANDE,0,2023-01-03 00:00:00
MANDE,0,2023-01-05 00:00:00
MANDE,0,2023-01-07 00:00:00
MANDE,0,2023-01-08 00:00:00
MANDE,401,2023-01-09 00:00:00
MANDE,0,2023-01-14 00:00:00
MANDE,0,2023-01-15 00:00:00
MANDE,0,2023-01-16 00:00:00
MANDE,0,2023-01-21 00:00:00
MANDE,666,2023-01-23 00:00:00
MANDE,0,2023-02-04 00:00:00
MANDE,0,2023-02-05 00:00:00
MANDE,882,2023-02-06 00:00:00
MANDE,0,2023-02-11 00:00:00
MANDE,0,2023-02-12 00:00:00
MANDE,0,2023-02-18 00:00:00
MANDE,0,2023-02-25 00:00:00
MANDE,0,2023-03-04 00:00:00
MANDE,0,2023-03-11 00:00:00
MANDE,4249,2023-03-13 00:00:00
MANDE,0,2023-03-18 00:00:00
MANDE,406,2023-03-20 00:00:00
MANDE,0,2023-03-25 00:00:00
MANDE,0,2023-03-26 00:00:00
MANDE,0,2023-04-01 00:00:00
MANDE,0,2023-04-02 00:00:00
MANDE,924,2023-04-03 00:00:00
MANDE,920,2023-04-10 00:00:00
MANDE,0,2023-04-11 00:00:00
MANDE,0,2023-04-22 00:00:00
MANDE,0,2023-04-29 00:00:00
MANDE,0,2023-05-06 00:00:00
MANDE,764,2023-05-13 00:00:00
MANDE,0,2023-05-20 00:00:00
MANDE,0,2023-05-28 00:00:00
MANDE,0,2023-06-05 00:00:00
MANDE,0,2023-06-12 00:00:00
MANDE,0,2023-06-18 00:00:00
MANDE,0,2023-06-19 00:00:00
MECAR,1023604,
MECAR,0,2022-10-02 00:00:00
MECAR,3480,2022-10-03 00:00:00
MECAR,0,2022-10-10 00:00:00
MECAR,0,2022-10-22 00:00:00
MECAR,0,2022-10-24 00:00:00
MECAR,0,2022-10-30 00:00:00
MECAR,0,2022-11-06 00:00:00
MECAR,0,2022-11-07 00:00:00
MECAR,0,2022-11-12 00:00:00
MECAR,0,2022-11-13 00:00:00
MECAR,0,2022-11-15 00:00:00
MECAR,0,2022-11-19 00:00:00
MECAR,0,2022-11-20 00:00:00
MECAR,0,2022-11-21 00:00:00
MECAR,0,2022-11-26 00:00:00
MECAR,0,2022-11-27 00:00:00
MECAR,0,2022-11-28 00:00:00
MECAR,0,2022-12-03 00:00:00
MECAR,0,2022-12-04 00:00:00
MECAR,0,2022-12-10 00:00:00
MECAR,0,2022-12-11 00:00:00
MECAR,0,2022-12-12 00:00:00
MECAR,0,2022-12-17 00:00:00
MECAR,0,2022-12-18 00:00:00
MECAR,0,2022-12-19 00:00:00
MECAR,0,2022-12-20 00:00:00
MECAR,0,2022-12-25 00:00:00
MECAR,0,2022-12-26 00:00:00
MECAR,0,2023-01-01 00:00:00
MECAR,0,2023-01-02 00:00:00
MECAR,0,2023-01-08 00:00:00
MECAR,0,2023-01-09 00:00:00
MECAR,0,2023-01-15 00:00:00
MECAR,0,2023-01-16 00:00:00
MECAR,0,2023-01-22 00:00:00
MECAR,0,2023-01-23 00:00:00
MECAR,0,2023-01-29 00:00:00
MECAR,0,2023-01-30 00:00:00
MECAR,0,2023-02-05 00:00:00
MECAR,7108,2023-02-06 00:00:00
MECAR,0,2023-02-12 00:00:00
MECAR,3433,2023-02-13 00:00:00
MECAR,0,2023-02-19 00:00:00
MECAR,1210,2023-02-20 00:00:00
MECAR,0,2023-02-26 00:00:00
MECAR,7924,2023-02-27 00:00:00
MECAR,0,2023-03-05 00:00:00
MECAR,249,2023-03-06 00:00:00
MECAR,0,2023-03-07 00:00:00
MECAR,0,2023-03-11 00:00:00
MECAR,0,2023-03-12 00:00:00
MECAR,0,2023-03-13 00:00:00
MECAR,0,2023-03-14 00:00:00
MECAR,0,2023-03-19 00:00:00
MECAR,0,2023-03-20 00:00:00
MECAR,0,2023-03-26 00:00:00
MECAR,0,2023-03-27 00:00:00
MECAR,0,2023-04-02 00:00:00
MECAR,2265,2023-04-03 00:00:00
MECAR,0,2023-04-09 00:00:00
MECAR,0,2023-04-16 00:00:00
MECAR,0,2023-04-23 00:00:00
MECAR,0,2023-05-07 00:00:00
MECAR,0,2023-05-14 00:00:00
MECAR,0,2023-05-15 00:00:00
MECAR,0,2023-05-20 00:00:00
MECAR,0,2023-05-28 00:00:00
MECAR,0,2023-05-29 00:00:00
MECAR,0,2023-06-05 00:00:00
MECAR,0,2023-06-11 00:00:00
MECAR,0,2023-06-12 00:00:00
MECAR,0,2023-06-19 00:00:00
MXM,9716854,
MXM,53508,2022-06-20 00:00:00
MXM,41533,2022-06-21 00:00:00
MXM,25198,2022-06-23 00:00:00
MXM,1891,2022-06-27 00:00:00
MXM,25852,2022-06-28 00:00:00
MXM,18891,2022-07-04 00:00:00
MXM,22422,2022-07-11 00:00:00
MXM,45811,2022-07-12 00:00:00
MXM,0,2022-07-16 00:00:00
MXM,1427,2022-07-18 00:00:00
MXM,195,2022-07-25 00:00:00
MXM,4064,2022-07-28 00:00:00
MXM,1960,2022-08-01 00:00:00
MXM,4146,2022-08-08 00:00:00
MXM,0,2022-08-10 00:00:00
MXM,5073,2022-08-15 00:00:00
MXM,0,2022-08-20 00:00:00
MXM,4724,2022-08-22 00:00:00
MXM,0,2022-08-27 00:00:00
MXM,553,2022-08-29 00:00:00
MXM,6248,2022-09-05 00:00:00
MXM,0,2022-09-11 00:00:00
MXM,955,2022-09-12 00:00:00
MXM,0,2022-09-13 00:00:00
MXM,0,2022-09-19 00:00:00
MXM,0,2022-09-25 00:00:00
MXM,0,2022-09-26 00:00:00
MXM,343,2022-10-03 00:00:00
MXM,0,2022-10-09 00:00:00
MXM,0,2022-10-10 00:00:00
MXM,0,2022-10-12 00:00:00
MXM,0,2022-10-15 00:00:00
MXM,0,2022-10-16 00:00:00
MXM,0,2022-10-17 00:00:00
MXM,0,2022-10-22 00:00:00
MXM,9809,2022-10-24 00:00:00
MXM,0,2022-10-29 00:00:00
MXM,0,2022-10-30 00:00:00
MXM,6602,2022-10-31 00:00:00
MXM,0,2022-11-05 00:00:00
MXM,0,2022-11-06 00:00:00
MXM,20641,2022-11-07 00:00:00
MXM,0,2022-11-11 00:00:00
MXM,0,2022-11-13 00:00:00
MXM,3613,2022-11-14 00:00:00
MXM,51841,2022-11-21 00:00:00
MXM,0,2022-11-27 00:00:00
MXM,1265,2022-11-28 00:00:00
MXM,0,2022-12-03 00:00:00
MXM,0,2022-12-04 00:00:00
MXM,4554,2022-12-05 00:00:00
MXM,0,2022-12-11 00:00:00
MXM,0,2022-12-12 00:00:00
MXM,0,2022-12-13 00:00:00
MXM,0,2022-12-17 00:00:00
MXM,0,2022-12-18 00:00:00
MXM,24490,2022-12-19 00:00:00
MXM,0,2022-12-20 00:00:00
MXM,0,2022-12-22 00:00:00
MXM,4377,2022-12-25 00:00:00
MXM,33474,2022-12-26 00:00:00
MXM,0,2023-01-01 00:00:00
MXM,56020,2023-01-02 00:00:00
MXM,10148,2023-01-04 00:00:00
MXM,0,2023-01-06 00:00:00
MXM,0,2023-01-08 00:00:00
MXM,36364,2023-01-09 00:00:00
MXM,0,2023-01-11 00:00:00
MXM,0,2023-01-13 00:00:00
MXM,0,2023-01-15 00:00:00
MXM,0,2023-01-16 00:00:00
MXM,0,2023-01-17 00:00:00
MXM,0,2023-01-18 00:00:00
MXM,635,2023-01-20 00:00:00
MXM,0,2023-01-22 00:00:00
MXM,6036,2023-01-23 00:00:00
MXM,13080,2023-01-24 00:00:00
MXM,23254,2023-01-25 00:00:00
MXM,0,2023-01-26 00:00:00
MXM,143569,2023-01-27 00:00:00
MXM,0,2023-01-29 00:00:00
